addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,mapx,mapy,mlevel,modifiedtime,sigungucode,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,firstimage,firstimage2,cpyrhtDivCd,tel,contentid_2,contenttypeid_2,title_2,createdtime_2,modifiedtime_2,homepage,areacode_2,sigungucode_2,lDongRegnCd_2,lDongSignguCd_2,lclsSystm1_2,lclsSystm2_2,lclsSystm3_2,cat1_2,cat2_2,cat3_2,addr1_2,addr2_2,zipcode_2,mapx_2,mapy_2,mlevel_2,overview,firstimage_2,firstimage2_2,cpyrhtDivCd_2,tel_2,telname,contentid_3,contenttypeid_3,usefee,infocenterculture,usetimeculture,restdateculture,parkingfee,parkingculture,chkcreditcardculture,chkbabycarriageculture,spendtime,accomcountculture,scale,chkpetculture,discountinfo,체험프로그램,예약안내,대관안내,한국어 안내서비스,소장품현황,사업내용,외국어 안내서비스,외국인 예약안내,입 장 료,주차요금,이용가능시설,화장실,관 람 료,한국어 안내서비스_2,외국인 체험가능 프로그램,시설이용료,예약안내_2,소장품현황_2
인천광역시 남동구 아암대로1437번길 32 (논현동),,2,A02,A0206,A02060600,1752779,14,2.01211E+13,126.7246103,37.38751496,6,2.02507E+13,4,남동소래아트홀,21684,28,200,VE,VE06,VE060100,http://tong.visitkorea.or.kr/cms/resource/34/3037134_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/3037134_image3_1.jpg,Type3,,1752779,14,남동소래아트홀,2.01211E+13,2.02507E+13,인천광역시 남동문화재단 https://www.namdongcf.or.kr,2,4,28,200,VE,VE06,VE060100,A02,A0206,A02060600,인천광역시 남동구 아암대로1437번길 32 (논현동),,21684,126.7246103,37.38751496,6,"남동소래아트홀은 인천 대표 관광명소인 소래포구 인근에 자리하고 있다. 돌고래 모양의 건물 모양이 특이하다. 소래극장은 아트홀이 위치한 소래포구를, 스튜디오제비는 인천 남동구의 상징 새인 제비를 각각 담아냈다. 2011년 개관해 지금까지 다양한 장르의 공연과 전시가 이루어지고 있는 종합문화예술 공간이다. 갤러리 화·소는 화합과 소통의 첫 글자를 담는 동시에 영상물 최소 단위인 ‘화소’도 의미한다. 3층에 위치한 전망대에 서면 소래포구와 아트홀 주변 풍광이 시원하게 한눈에 들어온다. 야외에는 아늑한 분위기의 작은 무대와 유유자적하게 쉬어갈 만한 휴식 공간이 마련되어 있다. 아트홀 옆 호수공원에이 있고, 소래포구까지 해안 산책로가 있다.",http://tong.visitkorea.or.kr/cms/resource/34/3037134_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/3037134_image3_1.jpg,Type3,,,1752779,14,공연 별로 상이함,032-439-5001,09:00~18:00,토요일~일요일 / 법정공휴일,,가능,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도 진주시 진주대로 672,(가좌동),36,A02,A0206,A02060300,129807,14,2.00711E+13,128.1066247,35.16681269,6,2.02406E+13,13,남부산림자원연구소,52817,48,170,VE,VE07,VE070300,http://tong.visitkorea.or.kr/cms/resource/48/3040248_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3040248_image3_1.jpg,Type3,,129807,14,남부산림자원연구소,2.00711E+13,2.02406E+13,,36,13,48,170,VE,VE07,VE070300,A02,A0206,A02060300,경상남도 진주시 진주대로 672,(가좌동),52817,128.1066247,35.16681269,6,"국립산림과학원 남부산림자원연구소는 [자원과 환경]이라는 주제로 전시된 자료를 통해, 우리 생활과 밀접한 관계를 맺고 있는 임업과 산림을 올바르게 이해할 수 있는 국민 학습장의 역할을 다하고, 산업화, 도시화로 점점 메말라가는 사람들의 정서를 함양시키는 데 일익을 담당하는 동시에 산림과 관련된 자료의 수집, 보전 및 전시를 목적으로 한다. 남부산림자원연구소는 남부지역 산림자원의 다원적 기능 발굴 및 증진을 위한 산림과학기술력 확보와 건전한 산림육성을 목표로 단기소득 및 특수임산자원의 증식과 고부가가치 이용 기술 개발, 남부산림자원의 종합관리기술 개발 연구를 추진하고 있으며, 아울러 소나무재선충병정밀진단 및 방제에 대한 현장 적용 실용화 연구를 강화하면서 산림과 특수임산자원의 병해충 종합관리 기술개발에 대한 연구를 수행하고 있다.",http://tong.visitkorea.or.kr/cms/resource/48/3040248_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3040248_image3_1.jpg,Type3,,,129807,14,무료,055-759-8231,월~금 09:00~18:00  ※ 사전연락 후 방문 요망,"매주 토요일, 일요일 및 공휴일",,있음 (소형 20대),없음,없음,,,,불가,,,,,,,"산림학술표본 및 산림행정자료의 소산보관, 산림자료의 전시 및 홍보, 산림자료의 교육강화",,,,,,,,,,,,
서울특별시 중구 퇴계로34길 28 (필동2가),,1,A02,A0206,A02060300,229910,14,2.00605E+13,126.9932865,37.55977752,6,2.02509E+13,24,남산골공원서울천년타임캡슐광장,4626,11,140,VE,VE07,VE070300,http://tong.visitkorea.or.kr/cms/resource/40/3528440_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3528440_image3_1.jpg,Type1,,229910,14,남산골공원서울천년타임캡슐광장,2.00605E+13,2.02509E+13,,1,24,11,140,VE,VE07,VE070300,A02,A0206,A02060300,서울특별시 중구 퇴계로34길 28 (필동2가),,4626,126.9932865,37.55977752,6,"서울 정도(定都) 600년을 맞이한 오늘날의 시민 생활과 서울의 모습을 대표할 수 있는 문물 600점을 캡슐에 담아 400년 후인 서울 정도 1,000년에 후손에게 문화유산으로 전하고자 함이다. 400년간의 시간 여행을 위해 지금도 긴 잠에 빠져 있는 타임캡슐은 서울 정도 600년을 기념해 서울시가 1994년 11월 29일 보신각 종을 본뜬 모양의 직경 1.3m, 높이 1.7m, 무게 2.5t의 크기인 캡슐을 특수 제작하였다. 이 캡슐에는 정치, 경제, 사회, 문화 등 현재 생활의 모든 것을 보여줄 문물 600여 점이 수장되어 있다. 캡슐이 묻힌 남산골 타임캡슐 광장은 1,500 평의 운석 분화구 모양으로 분지 형태를 이루고 있으며, 42m의 크기로 동그랗게 움푹 파인 곳에 타임캡슐이 묻혀있다. 또한 서울시는 세계 각국의 시장의 경축 메시지를 각국 언어로 새겨 넣은 대리석과 시간의 순환성을 의미하며 분지를 둘러서있는 12개의 기둥, 살아 있는 화석으로 불리는 은행나무 등으로 주변을 조경했다. 세계 각국의 언어로 축하 메시지가 쓰인 대리석 서울특별시장 ‘최병렬’ 글귀 두 차례의 시민공모를 통해 엄정하게 선정된 수장품들은 실물 30%, 축소모형 및 설계도 5%, CD롬 또는 마이크로필름 25%, 영상기록 40%의 비율로 매설됐다. 벼·보리 등의 씨앗을 비롯해, 서울시 항공사진필름 2,000장, 우황청심환, 초중고 교과서, 숟가락, 버스 토큰, 1회용 라이터 등과 성수대교 붕괴사고가 1면으로 장식된 신문의 마이크로필름 등 현재의 우리 생활상을 나타냈던 모든 문물들이 실물, 영상기록, 마이크로필름, 축소모형의 형태로 타임캡슐 안을 장식하고 있다. 실물로 수장된 문물의 경우 기저귀, 담배, 팬티스타킹, 남녀 수영복, 현미효소 등 건강식품, 신용카드, 부동산 매매 계약서, 주요 작물 씨앗, 피임기구, 인공심장, 상품권, 공무원 급여명세서, 자동차 면허증, 초중고 시험지, 무선전화기, 화투, 각종 복권 등이며 축소모형은 우리별 1호, 94년도 시판 승용차, 전동차, 퍼스널 컴퓨터, 굴착기 등이 매장되어 있다. 또한 CD롬이나 마이크로필름에 담은 내용은 당시 많이 소비되었던 서울시민의 식탁 메뉴, 김치 유형 및 만드는 방법, 에이즈 실태, 시험관 아기, 낙찰계, 금융실명제, 증권 깡통계좌, 지하철 TBM 공법, 건축물 관리 대장, 세관적발목록, 토지매각 제도, 입시부정의 실체, 난지도 실태, 94년도 베스트셀러 목록, 신도시 개발, 서울 2000년 도시계획 등이 포함되어 있다. 이와 함께 CD.LD 등 영상기록에는 남녀 아동복, 남녀 한복, 각종 가정의례, 프로야구, 증권회사 객장, 용산 전자상가, 남대문시장, 백화점, 24시간 편의점, 구멍가게, TV 공익광고, 복덕방, 대통령 하루 일정, 오렌지족, 노래방, 씨름 등이 담기게 되어 타임캡슐 안은 그야말로 한국 역사의 본보기가 되고 있는 것이다.",http://tong.visitkorea.or.kr/cms/resource/40/3528440_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3528440_image3_1.jpg,Type1,,,229910,14,무료,남산골한옥마을 관리사무소 02-2264-4412,- 하절기(4월~10월) 09:00~21:00 - 동절기(11월~3월) 09:00~20:00,매주 월요일,,불가능,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도 춘천시 남산면 강촌로 311,,32,A02,A0206,A02060900,130729,14,2.00602E+13,127.6432928,37.79317614,6,2.02503E+13,13,남산도서관(춘천),24465,51,110,VE,VE09,VE090300,http://tong.visitkorea.or.kr/cms/resource/90/3478090_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3478090_image3_1.jpg,Type3,,130729,14,남산도서관(춘천),2.00602E+13,2.02503E+13,http://library.chuncheon.go.kr/,32,13,51,110,VE,VE09,VE090300,A02,A0206,A02060900,강원특별자치도 춘천시 남산면 강촌로 311,,24465,127.6432928,37.79317614,6,"남산도서관은 춘천시 소재의 시립 도서관으로 춘천시립도서관의 분관이다. 2001년 5월 21일에 개관하였으며 2019년 12월 시설을 재정비한 남산도서관은 기존의 공공 도서관 기능에 지역 주민의 문화 향유 기능을 더한 복합문화공간으로 재개관하였다. 어린이 전용 공간으로 사용되는 1층은 어린이와 유아를 위한 자료실이 있으며 어린이를 위한 소규모 문화 프로그램도 운영된다. 성인을 위한 공간인 2층은 북카페와 시청각실, 정보 검색실, 자료실과 다목적실을 만들어 영화 상영과 외국어 강좌 등을 진행하고 있다. 문화 행사로는 유아 대상의 그림책 읽어주기, 어린이를 위한 도서관 체험 학습, 방학 독서 교실이 있고, 성인 동아리 활동으로는 생활 공예, 서예 동아리 활동 지원과 어르신들을 위한 한글 교육, 키오스크, 스마트폰 등 생활 정보 교육 등이 진행된다. 가정의 달과 도서관 주간 특별 행사 기간에는 가족을 대상으로 공연과 만들기 프로그램 등이 마련되어 있다. 신청은 춘천시립공동도서관 홈페이지를 통해 할 수 있으며, 이 밖에도 도서관 견학 신청은 전화로 문의하면 된다.",http://tong.visitkorea.or.kr/cms/resource/90/3478090_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3478090_image3_1.jpg,Type3,,,130729,14,무료,033-245-5560,[자유열람실] 09:00~22:00  [종합자료실/어린이실/정보검색실] 09:00~18:00,"매주 월요일, 국가지정공휴일, 12.30~31(2일), 그 외 임시 공휴일",무료,가능,없음,없음,,,"지하1층, 지상2층",,,"[어린이]<br>
도서관 체험학습 / 방학 독서교실<br>
[성인]<br>
생활공예 / 서예 동아리 활동<br>
[경로]<br>
생활정보 쏙쏙 어르신 문해교육<br>
[가족]<br>
월별 주제에 따른 독서 전시<br>
생활 공예 / 서예 동아리 작품 전시",,,,,,,,,,,,,,,,,
경기도 가평군 북면 백둔로 322,,31,A02,A0206,A02060500,1060264,14,2.01007E+13,127.4722274,37.90449891,6,2.02507E+13,1,남송미술관,12406,41,820,VE,VE07,VE070600,http://tong.visitkorea.or.kr/cms/resource/75/3503075_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3503075_image3_1.jpg,Type3,,1060264,14,남송미술관,2.01007E+13,2.02507E+13,http://namsongart.com,31,1,41,820,VE,VE07,VE070600,A02,A0206,A02060500,경기도 가평군 북면 백둔로 322,,12406,127.4722274,37.90449891,6,"남송미술관은 가평 명지산과 연인산 청정 계곡 자락에 위치하여 전원의 아름다운 풍경과 다양한 문화 소재로의 예술을 감상할 수 종합 문화 예술 전시 공간이다. 2006년 개관전을 시작으로 다양한 예술 장르의 작품 전시를 꾸준히 열어 온 이곳은 사양화가 남궁원 관장의 풍부한 예술 활동과 더불어 그동안 수집하고 관리해 왔던 국내외 미술품을 기반으로 미적 가치가 있는 미술품을 기획·전시해 왔다. 한국 전통한옥 건축물의 외관을 갖추고 있으며, 1층과 2층에는 전시공간, 3층에는 체험학습공간, 4층에는 개방형 전시실로 구성되어 있다. 또한, 방문객의 편의를 위해 옥외 주차장을 갖추고 있고, 부대시설로는 인근에 문화체험학습 시설이자 예술인 쉼터 공간인 허수아비마을이 있다. 허수아비 마을은 가평 명지산 계곡에 자리 잡고 있으며, 바쁘게 생활하는 도시인들에게 어머니 품속 같은 자연을 함께 호흡할 수 있는 휴양지로 1만여 ㎡의 대지에 문화 예술의 향기를 풍족히 느낄 수 있도록 다듬어진 아름다운 마을이다.",http://tong.visitkorea.or.kr/cms/resource/75/3503075_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3503075_image3_1.jpg,Type3,,,1060264,14,"- 성인 8,000원- 가평군민 6,000원- 청소년 이하 5,000원- 70세 이상 / 장애인 4,000원※ 무료 : 4세 이하 어린이※ 할인대상자는 신분증 등을 제시해야 할인 가능※ 단체관람(10인 이상)은 별도 문의※ 자세한 사항은 홈페이지 참조",031-581-0772,10:00~17:00 (점심시간 12:00~13:00),매주 월요일~화요일,무료,가능,,없음,,,,,,,,,,,,,,,,,,,,,,,
경기도 남양주시 진접읍 해밀예당1로 96,,31,A02,A0206,A02060300,2507011,14,2.01709E+13,127.191064,37.7171489,6,2.02506E+13,9,남양주 어린이비전센터,12057,41,360,VE,VE07,VE070300,http://tong.visitkorea.or.kr/cms/resource/04/3467404_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/04/3467404_image3_1.JPG,Type3,,2507011,14,남양주 어린이비전센터,2.01709E+13,2.02506E+13,https://www.ncuc.or.kr/children/,31,9,41,360,VE,VE07,VE070300,A02,A0206,A02060300,경기도 남양주시 진접읍 해밀예당1로 96,,12057,127.191064,37.7171489,6,"남양주어린이비전센터는 미래세대의 주역인 어린이들이 체험(전시), 놀이, 교육을 통해 스스로 미래를 꿈꾸고 나가도록 하기 위한 공간이다. 어린이비전센터는 체험, 놀이, 교육이 융합된 창의적인 체험 콘텐츠를 제공하는 어린이감성체험시설로, 자연, 예술, 과학 3가지를 테마로 한 전시체험실을 운영하고 있다. 봄, 여름, 가을, 겨울 사계절을 테마로 한 썰매장과 라바 캐릭터의 놀이기구를 탈 수 있는 라바파크 등 온 가족이 다 함께 즐길 수 있는 감성놀이터가 있다. 또한 유아(단체)를 위한 각종 놀이 및 만들기 프로그램 등 다양한 창의적인 콘텐츠와 교육프로그램도 제공하고 있다.",http://tong.visitkorea.or.kr/cms/resource/04/3467404_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/04/3467404_image3_1.JPG,Type3,,,2507011,14,"- 어린이비전센터 5,000원- 까꿍놀이터 4,000원- 라바파크 10,000원~11,000원- 사계절썰매장 7,500원※ 어른 요금 및 기타 상세사항은 홈페이지 참조",031-560-1562,10:00~18:00,"매주 월요일(단, 월요일이 공휴일인 경우 그 다음날) / 설·추석 연휴",최초 60분 무료 / 이후 10분 당 200원씩 추가 요금 발생,가능,가능,없음,,,,,,"생활안전체험실 / 사계절 썰매장 / 라바파크 등<br>
※ 자세한 사항은 홈페이지 참조",,,,,,,,,,,,,,,,,
경기도 남양주시 경춘로 883-36 (금곡동),,31,A02,A0206,A02060700,129868,14,2.00711E+13,127.1982102,37.63306437,6,2.02505E+13,9,남양주문화원,12235,41,360,VE,VE09,VE090100,http://tong.visitkorea.or.kr/cms/resource/31/3475731_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/31/3475731_image3_1.JPG,Type3,,129868,14,남양주문화원,2.00711E+13,2.02505E+13,http://www.nyj.or.kr,31,9,41,360,VE,VE09,VE090100,A02,A0206,A02060700,경기도 남양주시 경춘로 883-36 (금곡동),,12235,127.1982102,37.63306437,6,"남양주문화원은 남양주 지역의 전통문화를 계승하고 시민이 공감하는 문화 콘텐츠 개발사업을 목적으로 1982년에 설립된 비영리 단체이다. 문화원에서는 정약용 문화제, 천마산 산신제, 청소년문화체험원정대, 릉기신제 등의 다양한 문화 행사를 주관하고 있다. 이 중에서도 정약용 문화제는 남양주시의 대표적인 축제로 정약용 선생의 업적과 실학사상을 기리며 그 내용으로는 관내 유치원초?중? 고교생 및 일반인을 대상으로 미술, 백일장, 휘호, 사진 촬영대회를 개최하여 인재를 발굴하고 문화예술 발전에 기여하고 있다.",http://tong.visitkorea.or.kr/cms/resource/31/3475731_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/31/3475731_image3_1.JPG,Type3,,,129868,14,,031-592-0667,09:00~18:00,주말 및 공휴일,,가능,없음,없음,,,,,,,,,,,,,,,,,,,,,,,
경기도 남양주시 와부읍 팔당로 121,,31,A02,A0206,A02060100,1936797,14,2.01407E+13,127.2443918,37.54643916,6,2.02504E+13,9,남양주시립박물관,12277,41,360,VE,VE07,VE070100,http://tong.visitkorea.or.kr/cms/resource/16/3381916_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/16/3381916_image3_1.JPG,Type3,,1936797,14,남양주시립박물관,2.01407E+13,2.02504E+13,https://www.nyj.go.kr,31,9,41,360,VE,VE07,VE070100,A02,A0206,A02060100,경기도 남양주시 와부읍 팔당로 121,,12277,127.2443918,37.54643916,6,"남양주시 와부읍에 있는 남양주시립박물관은 남양주의 역사와 문화를 보존하기 위해 설립된 곳으로 2010년 4월에 개관하였다. 상설전시실, 기획전시실, 교육실 등이 갖추어져있으며, 외부에는 야외공연장과 석조유물을 만날 수 있다. 상설전시실에서는 남양주시에서 출토된 구석기유물부터 조선, 근대의 다양한 민속유물 등을, 기획전시실에서는 매해 새로운 주제의 다양한 전시를 선보이고 있다. (출처 : 남양주시립박물관 홈페이지)",http://tong.visitkorea.or.kr/cms/resource/16/3381916_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/16/3381916_image3_1.JPG,Type3,,,1936797,14,,031-590-8600,10:00~18:00 (입장 마감 17:30),"매주 월요일 (단, 월요일이 공휴일인 경우 다음 첫 번째 평일 휴관) / 1월 1일 / 설·추석 당일",무료,가능요금 (무료),없음,없음,,,"연면적 1,783.05㎡",,,,,,,,,,,,,,,,,,,,
전북특별자치도 남원시 운봉읍 주촌리,594,37,A02,A0206,A02060300,2658207,14,2.02006E+13,127.5076186,35.39774,6,2.02507E+13,4,남원 백두대간전시관,55720,52,190,VE,VE07,VE070300,http://tong.visitkorea.or.kr/cms/resource/83/3080783_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3080783_image3_1.jpg,Type3,,2658207,14,남원 백두대간전시관,2.02006E+13,2.02507E+13,https://www.namwon.go.kr/tour,37,4,52,190,VE,VE07,VE070300,A02,A0206,A02060300,전북특별자치도 남원시 운봉읍 주촌리,594,55720,127.5076186,35.39774,6,"지리산의 상징성과 백두대간의 역사·생태·보존의 최적지인 남원에 백두대간 생태교육장 전시관이 조성되었다. 전시관은 한반도 지도 형상을 본 따 만든 곡선의 전시관 지붕외관에서부터 우리나라의 중심축인 백두대간의 모든 것을 알고 보고 체험 할 수 있는 갖가지 내용물 등이 전시되어 있다. 전시관 주요시설로는 상설전시실, 기획전시실, 호남 최초로 시도하는 5D서클영상관, 카페테리아 등이 있으며 부대시설로는 야외공연장, 곤충온실, 체육시설 등이 있다.",http://tong.visitkorea.or.kr/cms/resource/83/3080783_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3080783_image3_1.jpg,Type3,,,2658207,14,"- 어른 : 2,000원- 단체 1,500원- 청소년, 군인 1,500원- 단체 1,000원- 어린이 : 1,000원- 단체 500원",063-620-5752,09:00~17:00,"매주 월요일 / 설,추석 당일",,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 남원시 검멀1길 14,(금동),37,A02,A0206,A02060300,2660398,14,2.02006E+13,127.3770244,35.40375372,6,2.02503E+13,4,남원다움관,55769,52,190,VE,VE07,VE070300,http://tong.visitkorea.or.kr/cms/resource/93/3351493_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3351493_image3_1.jpg,Type3,,2660398,14,남원다움관,2.02006E+13,2.02503E+13,https://www.namwon.go.kr,37,4,52,190,VE,VE07,VE070300,A02,A0206,A02060300,전북특별자치도 남원시 검멀1길 14,(금동),55769,127.3770244,35.40375372,6,"남원다움관은 근현대기록관으로써 중요기록물을 수집·보전하여 남원의 정체성을 확보하는 공간이다. 또한 남원에서 함께 살아온 사람들의 이야기와 삶의 기억을 추억하고 기록으로 보존해가는 공간으로 라키비움의 성격을 지닌 복합문화공간이다. 남원다움관은 남원의 과거를 기억하고 오늘을 기록하는 공간으로 남원다움관 MI는 남원의 과거와 현재, 미래가 유기적으로 연결된 아카이빙 연속성의 의미를 담고 있다. (출처 : 남원시청 문화관광 홈페이지)",http://tong.visitkorea.or.kr/cms/resource/93/3351493_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3351493_image3_1.jpg,Type3,,,2660398,14,무료,063-620-5671,10:00~18:00,매주 월요일/ 1월1일/명절 휴무,,가능,없음,없음,,,,,,,단체관람을 할 경우 전시물 보호와 관람 질서를 위해 사전예약 필수,,,,,,,,,,,,,,,,
전북특별자치도 남원시 광한북로 57 (하정동),,37,A02,A0206,A02060700,129975,14,2.00711E+13,127.3793741,35.40812548,6,2.02503E+13,4,남원문화원,55763,52,190,VE,VE09,VE090100,http://tong.visitkorea.or.kr/cms/resource/41/3363841_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/41/3363841_image3_1.JPG,Type3,,129975,14,남원문화원,2.00711E+13,2.02503E+13,http://www.namwoncc.org,37,4,52,190,VE,VE09,VE090100,A02,A0206,A02060700,전북특별자치도 남원시 광한북로 57 (하정동),,55763,127.3793741,35.40812548,6,"남원문화원은 남원의 향토 문화와 역사, 지역문화를 계승시키고 발전시키기 위한 곳으로 조상의 얼과 지혜가 담긴 문화유산과 전설, 사라져 가는 옛 생활의 풍습 등을 기록하고 보존하고 있다. 문화원에서는 고로쇠 약수제, 허브축제, 바래봉 철쭉제, 봉화산철쭉제, 춘향제, 황산대첩축제, 삼동굿놀이, 뱀사골단풍제 등 남원의 지역의 축제를 개최한다. 이를 통해 남원 지역의 전통문화, 지역 사회 교육 및 지역 문화 개발, 경로 효친 사상 선양, 향토 고유문화 전승, 향토 사료 수집과 보존을 하고 있다. 또한 문화원의 대회의실과 소회의실 대관 서비스를 하고 있다.",http://tong.visitkorea.or.kr/cms/resource/41/3363841_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/41/3363841_image3_1.JPG,Type3,,,129975,14,,063-633-1582,09:00~18:00 ※ 강좌 별로 상이함,주말 및 공휴일,무료,가능,없음,없음,,,,,,,,,,,"지역사회교육, 향토지 발간, 지역문화 개발, 문화재 사진 전시, 지리산전국사진공모전, 향토사연구자료공모, 남원 당산제굿, 향토학교, 경로효친 실천수기, 글짓기공모, 관광남원정보 및 가이드제공, 주머니공원가꾸기 전개, 향토사료관 및 자연사박물관 조성 추진, 전국관광여행사 초청(관광상품)설명회, 관광안내요원 육성 등",,,,,,,,,,,,
전북특별자치도 남원시 함파우길 65-14,(어현동),37,A02,A0206,A02060500,2559504,14,2.01809E+13,127.3895706,35.39869617,6,2.02506E+13,4,남원시립김병종미술관,55796,52,190,VE,VE07,VE070600,http://tong.visitkorea.or.kr/cms/resource/84/2639784_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2639784_image3_1.jpg,Type3,,2559504,14,남원시립김병종미술관,2.01809E+13,2.02506E+13,,37,4,52,190,VE,VE07,VE070600,A02,A0206,A02060500,전북특별자치도 남원시 함파우길 65-14,(어현동),55796,127.3895706,35.39869617,6,"전북 남원시 춘향테마파크 내에 위치한 남원시립김병종미술관은 남원시에서 직접 운영하는 공립미술관으로 남원출신의 한국화가 김병종작가가 본인의 대표작을 남원시에 대량으로 기증하면서 컬렉션의 기반을 갖추었다. 남원시립김병종미술관은 ‘어머니의 산’이라고 불리는 지리산을 향해 겸손히 엎드려 있다. 산을 따라 흐르는 구름이 가장 바쁘고, 새소리가 가장 소란스러운 곳이다. 사람이 느려지고, 말소리가 사치가 되는 곳이다. 이곳에 자연과 미술, 그리고 문학이 있다.",http://tong.visitkorea.or.kr/cms/resource/84/2639784_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2639784_image3_1.jpg,Type3,,,2559504,14,무료,063-620-5660,10:00~18:00 (관람시간 종료 30분 전까지 입장),매주 월요일 / 1월 1일 / 설날 / 추석,무료,가능,,가능,약 30분,,"부지면적 8,059㎡, 건물 1,442㎡(지상 2층) 전시실 512㎡(제1전시실 270㎡, 제2전시실 162㎡, 제3전시실 80㎡)",,,,전화 예약 가능,,,,,,,,,,,,,,,,
전북특별자치도 남원시 양림길 14-9,(어현동),37,A02,A0206,A02060100,130506,14,2.00501E+13,127.3871041,35.40178745,6,2.02503E+13,4,남원향토박물관,55795,52,190,VE,VE07,VE070100,http://tong.visitkorea.or.kr/cms/resource/15/3343915_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3343915_image3_1.jpg,Type3,,130506,14,남원향토박물관,2.00501E+13,2.02503E+13,http://www.namwon.go.kr/tour/,37,4,52,190,VE,VE07,VE070100,A02,A0206,A02060100,전북특별자치도 남원시 양림길 14-9,(어현동),55795,127.3871041,35.40178745,6,"춘향테마파크 안에 있는 남원향토박물관은 남원지역에 산재해 있는 문화유산을 체계적으로 수집, 보존, 전시, 연구하기 위해 설립되었다. 남원지역은 예로부터 역사와 전통이 깊은 고장으로 많은 문화유산과 오랜 역사를 증거하는 고대 유물들과 시대별 독특한 문화의 산실이자, 세계적 무형유산인 판소리의 고장이며, 춘향전을 비롯한 고전 문학의 태생지이자 배경지였다. 박물관에는 상설 전시 공간, 수장고, 기획 전시실, 영상실, 종합안내실로 구성되어 있다. 상설 전시 공간에는 구석기 시대부터 시작된 남원의 역사와 판소리, 동편제, 남원의 문학과 세시풍속, 민간신앙 등의 남원지역의 민속자료를 전시하고 있다. 춘향테마파크는 심수관도예전시관과 춘향전 영화 세트장, 남원향토박물관이 있어 테마파크 입장권 하나로 모든 곳을 관람할 수 있다.",http://tong.visitkorea.or.kr/cms/resource/15/3343915_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3343915_image3_1.jpg,Type3,,,130506,14,"- 성인 3,000원- 청소년, 군인 2,500원- 어린이 2,000원",063-620-6792,09:00~18:00,매주 월요일,,가능,없음,없음,,,,,,,,,가능(단체 방문시 사전 예약),,,,,,,,,,,,,,
